FID_1,NAME,GSS_CODE,BOROUGH,...5,Count_,Avg_price,Avg_number_of_,Avg_reviews_pe,Avg_availabili,Avg_number_of1,GSS_CODE...12,IMD Score,Income Score (rate),Employment Score (rate),Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Count,count,average_price,
503,St. Pancras and Somers Town,E05000143,Camden,NA,423,88.625,52.5,1.50375,35,13,E05000329,7.622875,0.048375,0.04275,-1.02975,-0.057625,21.784625,15.489875,8,424,149.73, 
433,Earlsfield,E05000612,Wandsworth,NA,158,98.272727,21.409091,0.892727,132.590909,6.954545,E05000400,8.872167,0.059167,0.046167,-1.19,-0.3235,22.238833,23.325167,22,159,149.43,
180,Kilburn,E05000094,Brent,NA,332,145.468927,29.940678,1.101751,107.118644,8.161017,E05000427,27.175125,0.177625,0.11075,0.242,0.215875,30.14925,45.071875,354,558,149.3,
500,Kilburn,E05000140,Camden,NA,228,88.901316,14.986842,0.802632,100.256579,5.361842,E05000428,23.296125,0.118125,0.077875,0.0195,0.5665,30.151125,53.375625,152,558,149.3,
496,Maida Vale,E05000640,Westminster,NA,225,89.684211,8.736842,0.996316,192.210526,4.947368,E05000317,11.090333,0.068444,0.051333,-0.848778,-0.135778,21.72,14.741889,19,227,149.25,
386,Hampton,E05000520,Richmond upon Thames,NA,41,105.152174,12.862319,0.797174,166.710145,5.572464,E05000229,31.5542,0.2132,0.1283,0.3869,0.5323,38.4059,21.5467,138,41,149,
249,Chaucer,E05000537,Southwark,NA,388,124.345588,14.014706,0.527426,101.529412,4.830882,E05000551,18.278,0.118,0.073625,-0.218875,0.016125,30.580625,32.34,136,389,148.94,
441,St. Mary's Park,E05000622,Wandsworth,NA,419,97.133333,10.233333,0.566333,160.9,5.7,E05000487,31.383111,0.185,0.106,-0.074222,0.337889,49.172444,33.059,30,420,148.8,
454,Shepherd's Bush Green,E05000263,Hammersmith and Fulham,NA,339,94.840909,15.068182,0.655909,203,5.068182,E05000125,17.3831,0.1134,0.0852,-0.5648,0.3691,27.0979,23.3324,44,339,148.54,
339,Wood Street,E05000609,Waltham Forest,NA,71,111.315789,4.684211,0.304211,211.894737,1.789474,E05000081,8.006143,0.046143,0.045429,-0.867,-0.268,19.884714,16.859714,19,71,148.49,
162,Belmont,E05000285,Harrow,NA,18,150.49359,16.224359,0.544615,108.070513,3.083333,E05000191,12.780625,0.085625,0.0535,-0.75675,0.03425,26.29725,29.72275,156,33,148.09,
373,Belmont,E05000557,Sutton,NA,15,106.836066,8.901639,0.474262,206.081967,3.754098,E05000050,14.5727,0.0975,0.0653,-1.239,-0.0071,29.1171,25.0469,61,33,148.09,
530,Whitechapel,E05000589,Tower Hamlets,NA,892,86,8,0.975714,198.428571,3.857143,E05000076,8.928714,0.050571,0.041,-0.968,-0.322429,19.867857,20.128286,14,892,147.98,
590,East Ham South,E05000482,Newham,NA,38,72.625,48.875,2.500625,263.125,27.375,E05000068,8.434714,0.055714,0.053429,-0.956143,-0.598,15.910143,16.735571,16,38,147.95,
551,De Beauvoir,E05000236,Hackney,NA,429,81.153846,14.307692,0.662308,129.769231,4.230769,E05000563,8.897857,0.056429,0.045286,-0.767143,-0.264,17.502571,20.470857,13,425,147.7,
401,St. Margarets and North Twickenham,E05000527,Richmond upon Thames,NA,114,103.259615,15.134615,0.66625,117.860577,5.379808,E05000095,23.803222,0.139444,0.094,-0.248333,0.614667,39.092556,29.550778,208,114,147.02,
104,Hanger Hill,E05000179,Ealing,NA,104,174.034884,22.767442,0.871628,109.22093,6.709302,E05000531,6.527333,0.038667,0.029667,-1.703833,-0.1205,16.454,31.803667,86,104,146.9,
537,Highbury East,E05000372,Islington,NA,221,84.764706,18.705882,0.621176,96,5.588235,E05000355,21.945143,0.129429,0.081286,-0.234,0.530857,37.294857,29.866571,17,221,146.54,
453,Wormholt and White City,E05000265,Hammersmith and Fulham,NA,110,94.876033,19.619835,0.955041,109.834711,6.92562,E05000601,27.744375,0.1655,0.109375,0.009,0.64175,37.12325,36.3425,121,109,146.16,
558,New River,E05000244,Hackney,NA,91,79.315789,17.157895,1.077895,72.578947,10.105263,E05000316,17.055375,0.106625,0.074375,-0.539375,0.179,22.455875,18.940125,19,92,146.09, 
392,North Richmond,E05000526,Richmond upon Thames,NA,112,104.545455,9.090909,0.35,192.090909,2.454545,E05000156,12.878444,0.070444,0.055333,-0.447333,-0.512333,36.553667,15.965556,11,112,146,
490,Queen's Park,E05000642,Westminster,NA,193,90.594937,21.109705,0.831308,112.109705,8.637131,E05000280,39.292375,0.24575,0.141,0.21075,1.372,37.11025,36.831625,237,191,145.99,
228,Prince's,E05000427,Lambeth,NA,354,129.916,19.056,0.64204,70.828,4.568,E05000423,22.366125,0.140625,0.091125,-0.068875,0.458625,25.81825,40.873375,250,354,145.71,
514,Haverstock,E05000136,Camden,NA,261,87.903226,7.903226,0.468871,188.693548,3.177419,E05000454,31.524778,0.203333,0.129556,0.169333,0.398111,38.523333,31.376222,62,260,145.07, 
589,Beckton,E05000475,Newham,NA,119,72.875,21.25,0.943333,228.708333,7,E05000203,32.897,0.211667,0.128667,-0.175111,0.451333,43.126556,32.158667,24,119,145.01,
179,Brondesbury Park,E05000087,Brent,NA,270,145.954545,19.036364,0.642909,89.472727,5.318182,E05000265,33.80325,0.2465,0.155875,0.28025,0.51125,31.01375,32.06925,110,270,144.78,
362,Clayhall,E05000500,Redbridge,NA,55,108.058824,8.882353,0.420294,148.941176,2.382353,E05000151,10.778111,0.065444,0.056222,-0.647111,-0.081667,26.067889,15.717889,34,55,144.62,
410,Raynes Park,E05000469,Merton,NA,77,101.631579,9.736842,0.304211,193.657895,3.052632,E05000048,15.0072,0.1119,0.0729,-0.9105,0.1096,25.6034,23.3237,38,76,144,
387,Teddington,E05000530,Richmond upon Thames,NA,43,105.112211,15.848185,0.849406,92.141914,5.580858,E05000371,34.41775,0.22625,0.14175,0.391125,1.130125,29.457,33.738375,303,43,144,
153,Stanmore Park,E05000303,Harrow,NA,17,152.911111,17.533333,0.506222,161.244444,4.844444,E05000461,13.942,0.092167,0.059167,-0.616167,0.1785,21.149667,31.7215,45,17,143.76,
608,Thames,E05000039,Barking and Dagenham,NA,50,66,16.973684,0.699474,186.763158,4.868421,E05000495,16.248125,0.10975,0.07075,-0.672,0.22475,28.545875,25.282125,38,50,142.58,
539,Tollington,E05000381,Islington,NA,175,84.178571,10.071429,0.800714,193.357143,5,E05000287,17.911429,0.113,0.063,-1.034857,0.316429,36.682571,22.804857,28,175,142.4,
485,Harrow Road,E05000635,Westminster,NA,354,91.115385,8.115385,0.295,145.076923,1.730769,E05000027,35.591333,0.215167,0.138333,0.3975,0.616333,45.833333,26.589833,26,355,140.01,
534,Caledonian,E05000368,Islington,NA,489,85.260274,11.232877,0.746027,131.917808,5.178082,E05000223,27.751125,0.1685,0.1195,0.054875,0.793,34.946625,23.31675,73,489,139.93,
35,Woodside,E05000169,Croydon,NA,77,257.779343,24.197183,1.043756,112.126761,8.971831,E05000633,28.148333,0.204667,0.150167,-0.029667,-0.027167,24.650167,41.188333,213,180,139.85,
578,Woodside,E05000284,Haringey,NA,102,75.882353,11.647059,0.552353,149.823529,4,E05000556,22.621714,0.152286,0.115714,-0.229143,0.123143,27.372429,9.887429,17,180,139.85,
512,West Hampstead,E05000145,Camden,NA,243,88.071429,16.482143,0.966071,115.142857,4.928571,E05000463,19.7315,0.148667,0.084333,-0.2565,0.038833,26.336833,26.631167,56,243,139.48, 
188,High Barnet,E05000056,Barnet,NA,47,143.065041,21.265583,0.861599,109.612466,6.512195,E05000258,22.695,0.145,0.090429,0.191571,0.205571,30.694429,34.728286,369,47,137.83,
337,William Morris,E05000608,Waltham Forest,NA,124,111.6875,9.5,0.664375,226.75,6.25,E05000299,13.250857,0.091714,0.048286,-1.322,-0.292714,35.945714,19.193429,16,124,137.42,
219,Larkhall,E05000425,Lambeth,NA,273,131.333333,11.285714,0.654762,148.52381,5.619048,E05000521,17.6575,0.114,0.096333,-0.5425,0.193833,26.846,18.075833,21,271,137.35,
251,Telegraph Hill,E05000453,Lewisham,NA,213,124.240385,12.336538,0.484327,97.576923,3.807692,E05000538,21.061857,0.132714,0.093429,-0.064429,0.404571,32.030714,27.040143,104,212,137.05,
266,Lee Green,E05000447,Lewisham,NA,108,121.616667,9.033333,0.568333,198.466667,3.266667,E05000058,11.4769,0.0877,0.0572,-1.2889,-0.0957,26.6934,21.1468,60,108,137.01,
273,Woolwich Riverside,E05000230,Greenwich,NA,236,120.983051,21.847458,0.845932,158.59322,7.135593,E05000409,20.8555,0.149,0.091667,-0.276333,0.047667,29.665167,26.127833,59,236,136.53,
201,Woodhouse,E05000063,Barnet,NA,68,136.877934,19.352113,0.719671,98.929577,5,E05000453,24.5657,0.1587,0.0988,-0.0093,0.2092,32.7617,37.6762,213,69,136.38,
233,East Dulwich,E05000539,Southwark,NA,142,128.877301,14.552147,0.712209,110.613497,5.030675,E05000547,19.539857,0.130429,0.084429,-0.097,0.123429,29.167857,32.005571,163,141,136.3,
532,Weavers,E05000588,Tower Hamlets,NA,717,85.433962,10.830189,1.013585,140.622642,6.396226,E05000097,19.791556,0.121444,0.076333,-0.786222,0.148556,42.028,25.326556,53,718,136.18,
51,Bickley,E05000106,Bromley,NA,23,235.935185,12.592593,0.456343,113.916667,3.606481,E05000378,28.363143,0.175429,0.124571,0.319429,0.740714,29.082143,33.016143,216,23,136.09,
175,Kensal Green,E05000092,Brent,NA,231,146.997669,17.226107,0.555338,65.365967,4.044289,E05000236,31.204182,0.166182,0.097636,0.311273,0.920727,42.406273,43.823182,429,233,135.86,
396,Hampton North,E05000521,Richmond upon Thames,NA,21,104.145833,10.53125,0.654792,157.270833,3.6875,E05000288,19.4885,0.133667,0.082,-0.4415,0.107333,36.358,26.931,96,20,135.65,
10,Grove,E05000408,Kingston upon Thames,NA,114,458.937729,10.465201,0.625421,164.369963,4.21978,E05000383,14.248667,0.048167,0.031833,-2.271833,0.0415,34.440167,45.837833,546,114,135.6,
291,North End,E05000079,Bexley,NA,52,117.492308,11.446154,0.861077,157.307692,4,E05000187,18.073,0.116,0.068778,-0.700889,-0.160444,35.652,29.552778,65,421,134.76,
458,North End,E05000258,Hammersmith and Fulham,NA,369,94.75,10.107143,0.887857,163.357143,5.071429,E05000177,27.1631,0.1713,0.11,-0.1711,0.4812,39.0578,28.3941,28,421,134.76,
274,Greenwich West,E05000222,Greenwich,NA,225,120.562963,14.814815,0.821481,120.037037,4.562963,E05000253,32.572,0.1996,0.136,0.5486,0.3134,38.5316,34.2374,135,226,134.29,
269,Coldharbour and New Eltham,E05000217,Greenwich,NA,39,121.306818,21.034091,0.575227,84.102273,3.556818,E05000182,11.071875,0.065375,0.04875,-0.73425,-0.004625,22.96175,33.0345,88,40,133.68,
141,Townfield,E05000339,Hillingdon,NA,43,156.158301,30.366795,0.85417,123.532819,7.440154,E05000256,27.8845,0.178125,0.124625,0.3645,0.459,29.678375,35.44925,259,43,133.42,
240,Newington,E05000544,Southwark,NA,306,127.405063,15.974684,0.597089,127.873418,4.746835,E05000051,10.326,0.075444,0.049556,-1.705,-0.244778,27.486889,25.200444,79,307,132.98,
586,Northumberland Park,E05000276,Haringey,NA,57,74.142857,8.071429,0.552143,222.321429,3.571429,E05000481,26.124857,0.163143,0.081714,-0.451571,0.177143,49.528857,32.144714,28,57,132.91,
611,Abbey,E05000026,Barking and Dagenham,NA,91,65.142857,11.75,0.863214,178.178571,3.571429,E05000185,33.540778,0.212444,0.131,0.063778,0.694444,47.844333,25.627667,28,220,132.63, 
415,Abbey,E05000455,Merton,NA,129,101.125,16.277778,0.709028,158.75,4.625,E05000180,23.667778,0.158556,0.113222,-0.212667,0.064333,33.163889,30.889889,72,220,132.63,
388,Hampton Wick,E05000522,Richmond upon Thames,NA,60,105.111111,14,0.503333,139.222222,5.555556,E05000307,7.185875,0.050375,0.04275,-1.020125,-0.425125,17.464625,11.014375,9,60,132.3,
563,Hackney Central,E05000237,Hackney,NA,386,78.666667,7.952381,0.661429,111.238095,3.333333,E05000458,27.055286,0.194429,0.117571,0.208571,0.191,28.301429,27.713,42,388,132.04,
119,Havering Park,E05000313,Havering,NA,16,167.9869,17.021834,0.63952,73.934498,4.49345,E05000369,28.299714,0.189714,0.119857,0.254,0.722571,26.089857,33.283714,229,16,132,
397,Fulwell and Hampton Hill,E05000518,Richmond upon Thames,NA,58,103.631922,10.394137,0.46772,71.517915,2.716612,E05000238,32.568125,0.2005,0.119,0.410125,0.79575,43.003375,32.51925,307,59,131.54,
347,Wanstead,E05000515,Redbridge,NA,64,110.059441,17.472028,0.843671,96.206294,6.206294,E05000580,29.51675,0.21025,0.11625,0.1745,0.6485,30.418625,31.406875,286,64,131.41,
99,Ealing Common,E05000174,Ealing,NA,150,178.955556,10.048889,0.8152,159.484444,4.955556,E05000491,21.977167,0.128667,0.069667,-0.096,0.04,47.944167,18.406333,225,150,131.19, 
414,Merton Park,E05000466,Merton,NA,77,101.196078,15.539216,0.579216,160.215686,5.303922,E05000193,21.486625,0.1455,0.0835,-0.734375,0.247625,37.798375,30.18725,102,77,131.19,
572,Crouch End,E05000269,Haringey,NA,147,77.448276,60.965517,2.520345,210.758621,23.275862,E05000337,23.05675,0.147125,0.089125,-0.490875,0.338875,35.120625,26.140125,29,147,131.05,
312,Edmonton Green,E05000197,Enfield,NA,37,113.656716,14.850746,0.709851,125.537313,5.537313,E05000513,11.106571,0.074,0.050286,-0.834286,0.007714,22.287857,26.398143,67,37,130.84,
57,Chislehurst,E05000111,Bromley,NA,21,220.326087,35.45,1.340674,138.615217,12.96087,E05000142,26.773,0.194125,0.11825,0.044875,0.14175,23.235625,36.3375,460,21,130.76,
224,Herne Hill,E05000423,Lambeth,NA,250,130.837838,6.810811,0.958649,175.27027,4.135135,E05000197,41.8791,0.2743,0.1599,-0.0347,0.822,47.3846,33.6082,37,252,130.48,
254,Blackheath,E05000438,Lewisham,NA,141,123.75,5.0625,0.440625,192.1875,2.125,E05000323,6.7005,0.036,0.036,-1.174875,-0.192125,17.901,14.0965,16,141,130.16,
247,Rotherhithe,E05000549,Southwark,NA,229,124.461382,19.306911,0.59878,74.579268,5.004065,E05000245,34.8086,0.231,0.147,0.5126,0.673,40.732,29.855,492,229,130.04,
349,Newbury,E05000510,Redbridge,NA,39,109.703364,22.944954,0.765382,78.143731,5.902141,E05000417,23.966375,0.139,0.08325,0.353,0.635,27.5085,40.666625,327,40,129.68,
428,West Putney,E05000629,Wandsworth,NA,131,98.818493,12.667808,0.710103,92.965753,4.400685,E05000581,28.359,0.192889,0.102667,0.344111,0.427111,30.255333,36.586556,292,131,129.18,
307,Winchmore Hill,E05000213,Enfield,NA,34,114.322188,10.708207,0.500486,74.553191,3.097264,E05000248,33.1729,0.1976,0.1229,0.5259,0.8208,42.698,33.2493,329,34,128.94,
6,Chessington North and Hook,E05000404,Kingston upon Thames,NA,9,529.478088,35.270916,1.138048,120.796813,12.87251,E05000384,11.7632,0.04,0.0344,-2.0458,-0.071,30.726,47.3526,251,9,128.22,
276,Blackheath Westcombe,E05000215,Greenwich,NA,121,120.045936,17.515901,0.550459,63.39576,4.35689,E05000377,29.004,0.194875,0.11825,0.475125,0.722125,27.150875,32.945,283,121,128.17,
234,Peckham Rye,E05000547,Southwark,NA,163,128.222222,12.444444,0.732222,189.333333,5.222222,E05000404,13.526,0.087667,0.068333,-0.589833,-0.325833,22.693167,19.675333,9,163,128.14,
440,Latchmere,E05000617,Wandsworth,NA,271,97.25,10.5,0.3795,110.925,3.425,E05000488,30.491125,0.18575,0.100875,0.01675,0.392375,50.1585,30.163125,40,270,128.14,
129,Uxbridge North,E05000340,Hillingdon,NA,68,163.032353,16.5,0.845765,146.514706,5.617647,E05000478,35.508429,0.19,0.105143,0.478714,0.852,49.213286,37.255429,340,68,128.03,
212,Thornton,E05000433,Lambeth,NA,140,133.202614,23.45098,0.874935,93.771242,7.081699,E05000544,30.577364,0.188182,0.115818,0.348909,0.645545,35.460182,40.711091,306,140,127.74,
78,Isleworth,E05000362,Hounslow,NA,67,193.528571,16.385714,0.768286,115.271429,5.785714,E05000517,6.227833,0.036667,0.0295,-2.120833,-0.253,13.075833,32.004167,70,67,127.63,
285,Longlands,E05000078,Bexley,NA,13,118,34.2,0.438667,120.266667,5.066667,E05000357,27.093857,0.174143,0.104714,-0.245714,0.620857,39.174,26.481857,15,13,127.54,
194,Finchley Church End,E05000051,Barnet,NA,79,139.570552,25.439673,1.003763,96.693252,8.341513,E05000368,30.2435,0.197375,0.123625,0.5,0.46525,30.22925,32.56325,489,79,127.41,
24,Fairfield,E05000153,Croydon,NA,283,298.560924,23.323529,0.933235,109.592437,8.285714,E05000130,23.446625,0.149875,0.1,-0.287625,0.907125,21.9905,34.97475,476,526,127.4,
438,Fairfield,E05000614,Wandsworth,NA,246,97.588235,8.107843,0.481373,127.833333,3.117647,E05000268,34.834,0.208375,0.13475,0.03225,1.0035,38.83625,36.881375,102,526,127.4,
237,The Lane,E05000553,Southwark,NA,219,127.735714,15.357143,0.616571,130.221429,5.178571,E05000433,20.861875,0.13575,0.07925,0.04125,0.21425,26.06575,37.806875,140,221,126.15,
423,Colliers Wood,E05000457,Merton,NA,133,99.644444,11.911111,0.627778,166.155556,5.311111,E05000505,21.087429,0.152714,0.083571,-0.587286,0.637571,28.168857,28.291571,45,133,125.96,
536,Holloway,E05000375,Islington,NA,305,84.837209,12.116279,0.764884,215.72093,4.55814,E05000198,32.855333,0.222222,0.127222,-0.300111,0.503,41.240889,28.925778,43,305,125.27,
100,Ealing Broadway,E05000173,Ealing,NA,139,177.42233,12.645631,0.58835,85.956311,4.092233,E05000625,9.789222,0.045333,0.030444,-0.953667,0.065444,20.833333,38.101667,206,139,125.24, 
15,Tudor,E05000415,Kingston upon Thames,NA,37,372.318533,16.658301,0.57751,162.277992,5.052124,E05000390,16.003333,0.0675,0.042333,-1.918,-0.087167,36.985,45.646667,518,37,124.81, 
270,Eltham South,E05000219,Greenwich,NA,44,121.253165,15.189873,0.662278,168.974684,5.594937,E05000363,14.936857,0.077,0.049429,-0.765286,0.294,37.628286,29.569571,79,44,124.55,
232,South Camberwell,E05000551,Southwark,NA,136,128.941176,10.264706,0.673824,134.029412,3.558824,E05000213,12.683375,0.084375,0.057875,-0.9365,-0.161375,30.7985,23.8815,34,136,124.35,
409,West Barnes,E05000473,Merton,NA,41,101.771186,8.771186,0.630254,72.516949,2.898305,E05000374,30.153125,0.216625,0.14475,0.42725,0.591,25.8605,25.966625,118,41,124.29,
552,Queensbridge,E05000245,Hackney,NA,492,80.428571,15.571429,0.977143,93.571429,6.714286,E05000066,9.662429,0.058571,0.052143,-0.713429,-0.463714,18.508429,18.619714,7,493,124.28,
229,College,E05000538,Southwark,NA,104,129.693727,15.96679,0.778192,102.066421,5.332103,E05000617,29.049375,0.199125,0.11975,0.16825,0.6145,32.9965,32.463,271,104,124.24,
557,Leabridge,E05000242,Hackney,NA,342,79.481481,7.740741,0.886667,158.444444,5.074074,E05000470,22.524833,0.146833,0.101667,-0.2245,0.271333,23.391,37.826167,27,343,124.17,
5,Coombe Hill,E05000406,Kingston upon Thames,NA,63,530.888889,9.698413,0.740794,131.634921,3.47619,E05000059,9.3873,0.0666,0.0463,-1.59,-0.5373,29.3292,16.7894,63,63,124.13,
105,Upminster,E05000323,Havering,NA,16,172.954955,14.495495,0.686577,134.072072,5.252252,E05000621,27.525222,0.191444,0.112111,0.217111,0.371111,35.446556,22.599,111,16,123.75,
264,New Cross,E05000449,Lewisham,NA,251,122.333333,15.809524,0.701667,186.547619,6.47619,E05000090,19.010333,0.114667,0.064778,-0.686889,0.333111,39.654111,25.299667,42,251,123.6,
325,Turkey Street,E05000211,Enfield,NA,17,112.623529,8.988235,0.522118,121.329412,3.317647,E05000047,16.922,0.1173,0.076,-0.7911,0.3538,29.6716,24.0573,85,17,123.41,
248,Surrey Docks,E05000552,Southwark,NA,269,124.412281,11.260234,0.505,100.885965,3.584795,E05000242,31.356375,0.18625,0.107125,0.265375,0.638625,43.999125,39.27175,342,269,123.39,
127,Uxbridge South,E05000341,Hillingdon,NA,55,164.297561,16.902439,0.691512,98.526829,4.736585,E05000251,25.88125,0.176,0.12125,0.181875,0.407625,28.97675,33.59,205,55,123.18,
42,Bromley Common and Keston,E05000108,Bromley,NA,25,247.904891,50.513587,1.053641,124.584239,11.173913,E05000394,16.9728,0.0728,0.047,-1.5124,0.6,36.6,46.458,368,25,123.12,
576,Alexandra,E05000266,Haringey,NA,88,76.142857,22.5,0.631071,200.071429,5.857143,E05000350,24.673571,0.149143,0.091714,-0.193286,0.190143,42.458,27.143571,28,110,122.87,
3,Alexandra,E05000400,Kingston upon Thames,NA,22,603.265455,17.836364,0.934473,139.541818,7.276364,E05000102,21.790778,0.116889,0.068111,-0.578667,0.395,45.421667,27.628,275,110,122.87,
418,Graveney,E05000461,Merton,NA,45,100.90625,6.078125,0.583437,197.953125,3.671875,E05000507,27.690111,0.204889,0.105111,-0.338667,0.469778,35.951,29.445111,64,186,122.86,
430,Graveney,E05000616,Wandsworth,NA,141,98.7,11.3,0.9835,197.85,5.1,E05000336,13.109714,0.093714,0.072,-0.475571,-0.214714,25.769714,14.138143,20,186,122.86,
49,Shortlands,E05000126,Bromley,NA,18,237.568075,17.380282,0.674413,97.692488,5.110329,E05000631,15.4254,0.089,0.0618,-0.7334,0.4748,23.5444,38.4778,426,18,122.61,
529,Bow East,E05000576,Tower Hamlets,NA,451,86.146341,6.878049,0.483902,117.195122,3.219512,E05000085,22.42925,0.1215,0.067125,-0.85125,-0.037875,47.538875,29.63275,41,451,122.59,
569,Harringay,E05000271,Haringey,NA,194,77.87234,28.255319,0.544681,178.12766,5.595745,E05000354,21.058286,0.124429,0.079,-0.196429,0.162286,34.510143,25.216571,47,196,122.5,
553,Wick,E05000249,Hackney,NA,245,80.151515,14.363636,0.924242,166.272727,6.848485,E05000352,24.124,0.142667,0.084889,-0.039778,0.254222,36.436556,27.186889,33,246,122.49,
200,Oakleigh,E05000058,Barnet,NA,60,137.009259,11.12037,0.525648,162.148148,3.333333,E05000447,19.340625,0.116375,0.078125,-0.210375,0.2375,29.248625,33.75825,108,59,122.46,
172,Fryent,E05000090,Brent,NA,42,147.947368,9.631579,0.531842,116.526316,2.447368,E05000482,31.932125,0.189875,0.107375,0.061,0.443125,49.368625,34.066,38,42,122.33,
574,Muswell Hill,E05000274,Haringey,NA,84,76.357143,17.357143,0.482857,124.5,6.142857,E05000523,15.9095,0.109167,0.083167,-0.807167,0.139333,23.060167,24.008,14,83,122.19,
455,College Park and Old Oak,E05000253,Hammersmith and Fulham,NA,135,94.806667,21.973333,0.9852,107.836667,8.046667,E05000584,33.5335,0.24175,0.134875,0.513,0.52025,30.513375,34.02525,300,135,121.57,
88,Northfield,E05000182,Ealing,NA,88,186.694136,9.282092,0.653106,140.161648,4.080824,E05000583,16.143733,0.118467,0.061867,-0.1884,-0.688867,30.429933,24.103133,631,88,121.31, 
68,Osterley and Spring Grove,E05000363,Hounslow,NA,79,201.789474,10.274854,0.52152,92.988304,3.947368,E05000474,8.256714,0.055571,0.039,-0.968286,-0.267857,15.979571,32.148429,171,79,121.25,
123,Heathrow Villages,E05000331,Hillingdon,NA,139,166.340557,23.291022,0.887988,96.095975,7.083591,E05000585,15.928571,0.118429,0.065143,-0.411429,-0.050571,26.074571,27.950286,323,139,121.13,
183,Dudden Hill,E05000089,Brent,NA,153,144.858238,17.862069,0.723755,74.724138,5.302682,E05000136,26.377,0.199429,0.123286,-0.105143,0.790571,21.349429,26.001,261,150,121.07,
124,Harefield,E05000330,Hillingdon,NA,22,166.112903,22.596774,1.045,117.564516,8.322581,E05000519,12.594833,0.088667,0.069667,-1.1625,0.121333,20.528667,21.2035,62,22,121.05,
12,Norbiton,E05000409,Kingston upon Thames,NA,59,383.5,3.666667,0.043333,255.333333,0.5,E05000291,11.236857,0.083571,0.056429,-1.166857,-0.548,29.670429,15.337571,6,59,120.98,
40,Darwin,E05000117,Bromley,NA,14,249.921875,18.151042,0.777917,105.848958,6.1875,E05000392,24.397833,0.149,0.1025,-0.936,0.461333,35.019833,40.306167,192,14,120.5,
548,Mildmay,E05000377,Islington,NA,283,82.405405,16.72973,0.777838,146.972973,5.054054,E05000296,18.802333,0.138667,0.0785,-0.823667,0.030667,37.4755,21.6955,37,283,120.05,
355,Hainault,E05000506,Redbridge,NA,23,109.070796,19.004425,0.664071,82.606195,4.765487,E05000435,28.289,0.185444,0.107,0.151333,0.570333,28.801889,43.06,226,23,119.74,
59,Orpington,E05000122,Bromley,NA,29,215.187759,26.096473,1.043071,117.745851,8.358921,E05000638,16.051875,0.07875,0.05225,-1.1615,0.6835,26.446,41.40275,964,29,119.14,
7,Surbiton Hill,E05000413,Kingston upon Thames,NA,48,506.957317,10.317073,0.431951,102.317073,3.682927,E05000397,12.9212,0.0552,0.0358,-2.05,0.1706,29.2938,42.6916,164,48,118.9, 
159,Headstone South,E05000293,Harrow,NA,21,150.889785,12.943548,0.730188,128.685484,5.233871,E05000175,24.9742,0.1503,0.0891,-0.3232,0.3301,43.3679,34.9734,372,20,118.85,
90,Southall Broadway,E05000189,Ealing,NA,19,185.248252,21.136364,0.648217,76,5.482517,E05000379,25.614571,0.160143,0.107857,0.212286,0.725,24.858429,36.970857,286,19,118.79, 
398,West Twickenham,E05000532,Richmond upon Thames,NA,36,103.47619,4.428571,0.421905,132.714286,1.380952,E05000322,10.138,0.066875,0.05275,-0.752375,-0.115,20.474,16.30925,21,36,118.69,
351,Fairlop,E05000503,Redbridge,NA,35,109.645161,18.016129,0.557581,111.040323,4.104839,E05000605,21.528286,0.110571,0.072571,-0.299429,0.331286,35.922714,45.174143,124,35,118.66,
218,Ferndale,E05000421,Lambeth,NA,252,131.40625,19.96875,0.569531,89.890625,4.859375,E05000515,13.024625,0.06925,0.0535,-0.963625,0.50475,26.057375,28.112,64,255,118.17,
66,Heston West,E05000357,Hounslow,NA,15,209.276596,14.966565,0.916596,127.905775,6.246201,E05000045,19.637,0.12775,0.084583,-0.930667,0.5025,31.0695,31.321167,329,15,118,
163,Kenton East,E05000294,Harrow,NA,9,150.386207,35.517241,0.833172,125.744828,8.227586,E05000524,7.3144,0.0418,0.0348,-1.8994,0.0866,13.3276,31.9756,145,9,117.89,
61,Cray Valley East,E05000114,Bromley,NA,34,213.881579,11.815789,0.493026,111.565789,3.469298,E05000628,17.4161,0.1345,0.0824,-0.3177,-0.2775,28.6985,21.6474,228,34,117.88, 
570,Fortis Green,E05000270,Haringey,NA,96,77.846154,12,0.861538,187.461538,5.076923,E05000304,21.9695,0.166,0.096833,-0.488667,0.125333,35.918167,20.0195,13,96,117.72,
564,Chatham,E05000233,Hackney,NA,335,78.409091,8.409091,0.847727,223.909091,6.863636,E05000069,12.686143,0.081,0.060143,-0.610143,-0.009714,23.003,23.428,22,335,117.7,
98,Perivale,E05000187,Ealing,NA,65,179.13,16.76,0.5831,131.06,4,E05000052,8.8243,0.0491,0.0364,-1.9418,-0.0364,27.7166,25.6338,100,65,117.49,
13,Coombe Vale,E05000407,Kingston upon Thames,NA,25,374.486641,25.171756,1.070181,155.318702,8.156489,E05000644,24.506333,0.1385,0.1315,-0.600833,-0.326,21.606833,47.702,1048,25,117.32,
518,Shadwell,E05000586,Tower Hamlets,NA,348,87.352941,20.176471,0.73,61.058824,3.058824,E05000567,9.032429,0.061571,0.045,-0.690143,-0.355143,22.233286,20.566143,17,347,117.28,
110,Romford Town,E05000319,Havering,NA,74,169.763126,23.456654,0.863297,105.671551,7.184371,E05000239,35.397286,0.207857,0.119714,0.498143,0.902571,45.771714,39.005857,819,74,117,
